ibnr;ld;dst;kz;name;length;namel;dstabk;gonr;goabk;gdenr;gemeinde;kt;bp;vp;vg;vd;ycoord;xcoord;height;karte1;karte2
8590461;85;90461;5;Adlikon b. R., Pächterried;26;;;773;VBG;96;Regensdorf;ZH;*;*;;;677'792;255'523;436;▲;▲
8576255;85;76255;9;Adlikon b. R., Sonnhalde;24;;;773;VBG;96;Regensdorf;ZH;*;*;;;677'192;256'194;443;▲;▲
8576256;85;76256;7;Adlikon b. R., Sonnhalde West;29;;;773;VBG;96;Regensdorf;ZH;*;*;;;676'942;256'335;443;▲;▲
8576281;85;76281;5;Adlikon b. R., Ziegelhütte;26;;;773;VBG;96;Regensdorf;ZH;*;*;;;677'483;256'268;443;▲;▲
8503096;85;3096;5;Adliswil;8;;ADW;78;SZU;131;Adliswil;ZH;*;*;*;*;682'079;240'726;452;▲;▲
8503082;85;3082;5;Adliswil (Luftseilbahnstation);30;;;204;LAF;131;Adliswil;ZH;*;*;;*;681'767;240'818;452;▲;▲
8590476;85;90476;3;Adliswil, Ahornweg;18;;;849;VBZ;131;Adliswil;ZH;*;*;;;682'842;241'458;479;▲;▲
8590463;85;90463;1;Adliswil, Badstrasse;20;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'806;240'880;457;▲;▲
8590464;85;90464;9;Adliswil, Bahnhof;17;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'091;240'668;451;▲;▲
8590471;85;90471;4;Adliswil, Baldernstrasse;24;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'418;241'660;487;▲;▲
8590465;85;90465;6;Adliswil, Baumgartenweg;23;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'193;240'427;450;▲;▲
8590466;85;90466;4;Adliswil, Bodenacker;20;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'587;241'175;496;▲;▲
8590467;85;90467;2;Adliswil, Büchel;16;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'940;239'479;496;▲;▲
8590468;85;90468;0;Adliswil, Eichenweg;19;;;849;VBZ;131;Adliswil;ZH;*;*;;;682'787;241'592;475;▲;▲
8590469;85;90469;8;Adliswil, Feldblumenstrasse;27;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'691;240'979;493;▲;▲
8590470;85;90470;6;Adliswil, Friedhof;18;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'501;240'129;502;▲;▲
8595717;85;95717;5;Adliswil, Grundstrasse;22;;AGRU;849;VBZ;131;Adliswil;ZH;*;*;;;682'523;240'804;435;▲;▲
8590472;85;90472;2;Adliswil, Grüt;14;;;849;VBZ;131;Adliswil;ZH;*;*;;;682'424;241'822;467;▲;▲
8590473;85;90473;0;Adliswil, Hofackerstrasse;25;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'952;241'053;475;▲;▲
8590474;85;90474;8;Adliswil, Krone;15;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'341;240'816;449;▲;▲
8590475;85;90475;5;Adliswil, Landolt-Junker-Str.;29;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'949;239'728;487;▲;▲
8590477;85;90477;1;Adliswil, Moos;14;;;849;VBZ;131;Adliswil;ZH;*;*;;;682'579;242'195;471;▲;▲
8590478;85;90478;9;Adliswil, Poststrasse;21;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'156;240'827;448;▲;▲
8590480;85;90480;5;Adliswil, Rifertstrasse;23;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'662;240'472;480;▲;▲
8590481;85;90481;3;Adliswil, Rütistrasse/Wacht;27;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'695;240'147;509;▲;▲
8590482;85;90482;1;Adliswil, Schulhaus Kopfholz;28;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'862;240'347;494;▲;▲
8590484;85;90484;7;Adliswil, Tiefacker;19;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'515;241'206;447;▲;▲
8590485;85;90485;4;Adliswil, Tobelhof;18;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;682'410;240'385;479;▲;▲
8590486;85;90486;2;Adliswil, Wanneten-/Haldenstr.;30;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'961;240'014;473;▲;▲
8590479;85;90479;7;Adliswil, Zopf;14;;;807;SZU Auto;131;Adliswil;ZH;*;*;;;681'478;241'480;488;▲;▲
8500955;85;955;5;Aedermannsdorf, Dorfplatz;25;;;801;PAG;2421;Aedermannsdorf;SO;*;*;;;612'990;239'312;530;▲;▲
8557114;85;57114;1;Aedermannsdorf, Güggel;22;;;801;PAG;2421;Aedermannsdorf;SO;*;*;;;611'063;241'434;1140;▲;▲
8572331;85;72331;2;Aedermannsdorf, Staatsstrasse;29;;;801;PAG;2421;Aedermannsdorf;SO;*;*;;;613'310;238'675;509;▲;▲
8508085;85;8085;3;Aefligen;8;;AEF;45;BLS-ebt;401;Aefligen;BE;*;*;;;609'177;216'062;497;▲;▲
8588528;85;88528;5;Aefligen, Gemeindehaus;22;;AEGH;870;ASM Auto;401;Aefligen;BE;*;*;;;608'980;215'881;496;▲;▲
8587639;85;87639;1;Aegerten, Bären;15;;;889;VB;731;Aegerten;BE;*;*;;;588'537;219'012;433;▲;▲
8576421;85;76421;7;Aegerten, Dorfplatz;19;;;801;PAG;731;Aegerten;BE;*;*;;;588'641;218'926;433;▲;▲
8587638;85;87638;3;Aegerten, Jurastrasse;21;;;889;VB;731;Aegerten;BE;*;*;;;588'862;219'120;432;▲;▲
8576422;85;76422;5;Aegerten, Stockfeld;19;;;801;PAG;731;Aegerten;BE;*;*;;;588'841;218'661;434;▲;▲
8530528;85;30528;4;Aelpli;6;;;3140;AMG;3954;Malans;GR;*;*;;;763'452;209'076;1801;▲;▲
8530522;85;30522;7;Aempächli;9;;;3139;SBE;1631;Glarus Süd;GL;*;*;;;730'740;198'173;1490;▲;▲
8508449;85;8449;1;Aemsigen;8;;AEM;136;PB;1401;Alpnach;OW;*;*;;;663'358;202'497;1360;▲;▲
8500117;85;117;2;Aesch;5;;AE;11;SBB;2761;Aesch (BL);BL;*;*;;*;612'397;257'453;299;▲;▲
8573680;85;73680;1;Aesch (Neftenbach);18;;;801;PAG;223;Neftenbach;ZH;*;*;;;693'525;266'475;440;▲;▲
8590487;85;90487;0;Aesch bei Maur, Im Brünneli;27;;;849;VBZ;195;Maur;ZH;*;*;;;691'919;242'901;628;▲;▲
8590488;85;90488;8;Aesch bei Maur, Zollingerheim;29;;;849;VBZ;195;Maur;ZH;*;*;;;692'048;242'471;646;▲;▲
8578232;85;78232;6;Aesch BL, Alterszentrum;23;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;611'909;257'191;497;▲;▲
8588758;85;88758;8;Aesch BL, Arlesheimerstrasse;28;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;611'784;258'695;310;▲;▲
8582727;85;82727;9;Aesch BL, Bahnhof;17;;;801;PAG;2761;Aesch (BL);BL;*;*;;;612'378;257'445;299;▲;▲
8500255;85;255;0;Aesch BL, Dorf;14;;AESH;37;BLT-blt;2761;Aesch (BL);BL;*;*;;;611'932;257'656;311;▲;▲
8587228;85;87228;3;Aesch BL, Dorf (Bus);20;;;801;PAG;2761;Aesch (BL);BL;*;*;;;611'939;257'638;311;▲;▲
8578228;85;78228;4;Aesch BL, Gewerbestrasse;24;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;612'495;259'007;318;▲;▲
8588760;85;88760;4;Aesch BL, Herrenweg;19;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;611'933;258'121;318;▲;▲
8578233;85;78233;4;Aesch BL, Höhenweg;18;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;611'783;256'896;345;▲;▲
8582800;85;82800;4;Aesch BL, Neumatt;17;;;801;PAG;2761;Aesch (BL);BL;*;*;;;611'699;257'828;316;▲;▲
8578229;85;78229;2;Aesch BL, Schwimmbad;20;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;612'400;258'700;299;▲;▲
8582799;85;82799;8;Aesch BL, Schürhof;18;;;801;PAG;2761;Aesch (BL);BL;*;*;;;609'324;258'382;344;▲;▲
8578230;85;78230;0;Aesch BL, Schützenmattschule;28;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;612'246;258'063;299;▲;▲
8578227;85;78227;6;Aesch BL, Sonnenweg;19;;;879;BLT Auto;2761;Aesch (BL);BL;*;*;;;612'629;259'463;288;▲;▲
8582801;85;82801;2;Aesch BL, Sportanl Löhrenacker;30;;;801;PAG;2761;Aesch (BL);BL;*;*;;;611'058;258'008;312;▲;▲
8530630;85;30630;8;Aesch LU (See);14;;;181;SGH;1021;Aesch (LU);LU;*;*;;;659'892;234'469;485;▲;▲
8577355;85;77355;6;Aesch LU, Berg;14;;;839;ZVB;1021;Aesch (LU);LU;*;*;;;660'980;234'760;485;▲;▲
8577349;85;77349;9;Aesch LU, Kreuz;15;;;839;ZVB;1021;Aesch (LU);LU;*;*;;;660'723;234'356;485;▲;▲
8577342;85;77342;4;Aesch LU, Vorderdorf;20;;;839;ZVB;1021;Aesch (LU);LU;*;*;;;660'780;234'030;485;▲;▲
8502876;85;2876;1;Aesch ZH, Gemeindehaus;22;;;801;PAG;241;Aesch (ZH);ZH;*;*;;;675'581;243'520;537;▲;▲
8583755;85;83755;9;Aesch ZH, Heligenmattstrasse;28;;;801;PAG;241;Aesch (ZH);ZH;*;*;;;675'407;243'108;555;▲;▲
8508985;85;8985;4;Aeschau, Dorf;13;;AEBR;871;BLAG;901;Eggiwil;BE;*;*;;;624'635;195'350;740;▲;▲
8588367;85;88367;8;Aeschau, Gärtnerei;18;;AEGA;871;BLAG;901;Eggiwil;BE;*;*;;;624'682;194'959;696;▲;▲
8576708;85;76708;7;Aeschau, Horben Schmiede;24;;AEHS;871;BLAG;901;Eggiwil;BE;*;*;;;624'809;194'657;700;▲;▲
8588368;85;88368;6;Aeschau, Horben Schulhaus;25;;AEHH;871;BLAG;901;Eggiwil;BE;*;*;;;625'493;194'307;705;▲;▲
8588366;85;88366;0;Aeschau, Säge;13;;AESA;871;BLAG;901;Eggiwil;BE;*;*;;;624'395;195'661;736;▲;▲
8583852;85;83852;4;Aeschi b. Spiez, Adelmatt;25;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;619'583;167'079;840;▲;▲
8576361;85;76361;5;Aeschi b. Spiez, Alleestrasse;29;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;620'096;167'613;859;▲;▲
8507875;85;7875;8;Aeschi b. Spiez, Friedegg;25;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;620'219;166'729;902;▲;▲
8576357;85;76357;3;Aeschi b. Spiez, Hasleren;25;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;618'860;168'207;804;▲;▲
8583853;85;83853;2;Aeschi b. Spiez, Hundbüel;25;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;619'390;166'616;805;▲;▲
8576360;85;76360;7;Aeschi b. Spiez, Längenboden;28;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;621'007;167'492;803;▲;▲
8576358;85;76358;1;Aeschi b. Spiez, Lengmattli;27;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;619'338;167'966;839;▲;▲
8576353;85;76353;2;Aeschi b. Spiez, Mustermattli;29;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;620'039;167'039;887;▲;▲
8576359;85;76359;9;Aeschi b. Spiez, Niederdorf;27;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;619'520;167'755;848;▲;▲
8507860;85;7860;0;Aeschi b. Spiez, Post;21;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;619'715;167'538;861;▲;▲
8507879;85;7879;0;Aeschi b. Spiez, Wachthubel;27;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;620'856;166'629;938;▲;▲
8595921;85;95921;3;Aeschi SO, Bolkenstrasse;24;;;883;BSU;2511;Aeschi (SO);SO;*;*;;;616'855;225'621;507;▲;▲
8500476;85;476;2;Aeschi SO, Dorf;15;;AEDO;883;BSU;2511;Aeschi (SO);SO;*;*;;;617'124;225'530;500;▲;▲
8578121;85;78121;1;Aeschi SO, Kirche;17;;AEKI;883;BSU;2511;Aeschi (SO);SO;*;*;;;616'802;225'615;506;▲;▲
8589951;85;89951;8;Aeschi SO, Ost;14;;AEOS;883;BSU;2511;Aeschi (SO);SO;*;*;;;617'779;225'638;477;▲;▲
8582874;85;82874;9;Aeschiried, untere Allmi;24;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;622'695;165'130;1032;▲;▲
8576355;85;76355;7;Aeschiried, Chemihütte;22;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;621'554;166'378;984;▲;▲
8576354;85;76354;0;Aeschiried, Ebenen;18;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;621'186;166'549;954;▲;▲
8582876;85;82876;4;Aeschiried, Fuchsgraben;23;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;623'595;164'345;1014;▲;▲
8576356;85;76356;5;Aeschiried, Kapelle;19;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;621'635;166'228;1000;▲;▲
8507862;85;7862;6;Aeschiried, Schulhaus;21;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;621'854;166'013;1014;▲;▲
8582875;85;82875;6;Aeschiried, Staldeweid;22;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;622'970;164'820;1035;▲;▲
8582880;85;82880;6;Aeschiried, Suld Pochtenfall;28;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;624'955;163'485;1080;▲;▲
8576621;85;76621;2;Aeschlen b. O., Abzw. Bleiken;29;;;146;STI;619;Oberdiessbach;BE;*;*;;;614'660;187'013;713;▲;▲
8576613;85;76613;9;Aeschlen b. O., Bareichte;25;;;146;STI;619;Oberdiessbach;BE;*;*;;;617'410;187'432;899;▲;▲
8576611;85;76611;3;Aeschlen b. O., Dorf;20;;;146;STI;619;Oberdiessbach;BE;*;*;;;615'507;187'331;762;▲;▲
8576612;85;76612;1;Aeschlen b. O., Julisgraben;27;;;146;STI;619;Oberdiessbach;BE;*;*;;;616'233;187'477;818;▲;▲
8507886;85;7886;5;Aeschlen ob Gunten, Dorf;24;;;146;STI;938;Sigriswil;BE;*;*;;;619'850;174'323;770;▲;▲
8576760;85;76760;8;Aeschlen ob Gunten, Erliboden;29;;;146;STI;938;Sigriswil;BE;*;*;;;620'390;174'423;820;▲;▲
8576758;85;76758;2;Aeschlen ob Gunten, Mattikehr;29;;;146;STI;938;Sigriswil;BE;*;*;;;619'769;174'090;742;▲;▲
8515299;85;15299;1;Aespli;6;;AESP;11;SBB;543;Mattstetten;BE;*;;;;606'453;208'598;517;▲;▲
8571496;85;71496;4;Aetigkofen, Dorf;16;;;801;PAG;2465;Buchegg;SO;*;*;;;602'099;219'412;609;▲;▲
8571518;85;71518;5;Aetingen, Fröscheren;20;;;801;PAG;2465;Buchegg;SO;*;*;;;604'349;219'163;470;▲;▲
8508714;85;8714;8;Aetingen, Post;14;;;801;PAG;2465;Buchegg;SO;*;*;;;605'029;220'104;479;▲;▲
8570464;85;70464;3;Aetingen, Schulhaus;19;;;801;PAG;2465;Buchegg;SO;*;*;;;604'819;219'838;483;▲;▲
8587714;85;87714;2;Aettenschwil, Oberdorf;22;;;839;ZVB;4239;Sins;AG;*;*;;;670'690;226'200;491;▲;▲
8577108;85;77108;9;Aettenschwil, Post;18;;;839;ZVB;4239;Sins;AG;*;*;;;670'730;226'350;490;▲;▲
8502771;85;2771;4;Aeugst am Albis, Dorf;21;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;679'210;235'742;700;▲;▲
8583047;85;83047;1;Aeugst am Albis, Grossacher;27;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;679'656;235'556;689;▲;▲
8573733;85;73733;8;Aeugst am Albis, Höchweg;24;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;678'850;236'075;700;▲;▲
8573732;85;73732;0;Aeugst am Albis, Müliberg;25;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;678'675;237'225;700;▲;▲
8573173;85;73173;7;Aeugst am Albis, Wängi;22;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;678'478;234'925;700;▲;▲
8503697;85;3697;0;Aeugstertal, Kloster;20;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;679'300;237'575;672;▲;▲
8573717;85;73717;1;Aeugstertal, Landhus;20;;;801;PAG;1;Aeugst am Albis;ZH;*;*;;;680'350;237'100;672;▲;▲
8582736;85;82736;0;Aeusseres Emdthal;17;;;801;PAG;562;Aeschi bei Spiez;BE;*;*;;;618'422;167'632;703;▲;▲
8506679;85;6679;5;Affeltrangen, Dorf;18;;AFME;801;PAG;4711;Affeltrangen;TG;*;*;;;719'843;265'241;489;▲;▲
8573178;85;73178;6;Affoltern a. A., Bahnhof;24;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'267;236'591;494;▲;▲
8580268;85;80268;6;Affoltern a. A., Bezirksspital;30;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;677'075;237'200;494;▲;▲
8582723;85;82723;8;Affoltern a. A., Blitzgbach;27;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'745;237'677;497;▲;▲
8581015;85;81015;0;Affoltern a. A., Friedhof;25;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'249;237'353;485;▲;▲
8502953;85;2953;8;Affoltern a. A., Kronenplatz;28;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'850;237'200;494;▲;▲
8573734;85;73734;6;Affoltern a. A., Lilienberg;27;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;677'727;236'917;494;▲;▲
8557097;85;57097;8;Affoltern a. A., Lindenmoos;27;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'086;236'032;491;▲;▲
8573174;85;73174;5;Affoltern a. A., Sternen;24;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;676'900;236'700;494;▲;▲
8502574;85;2574;2;Affoltern a. A., Stigeli;24;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;677'209;236'898;494;▲;▲
8582763;85;82763;4;Affoltern a. A., Weinberg;25;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;677'374;237'044;494;▲;▲
8583890;85;83890;4;Affoltern a.A., Moosbach;24;;;801;PAG;2;Affoltern am Albis;ZH;*;*;;;675'761;236'243;485;▲;▲
8502224;85;2224;4;Affoltern am Albis;18;;AF;11;SBB;2;Affoltern am Albis;ZH;*;*;*;*;676'265;236'619;494;▲;▲
8571535;85;71535;9;Affoltern i.E., Bannholz;24;;AFBA;871;BLAG;951;Affoltern im Emmental;BE;*;*;;;621'739;212'809;805;▲;▲
8571536;85;71536;7;Affoltern i.E., Dorf;20;;AFDO;871;BLAG;951;Affoltern im Emmental;BE;*;*;;;622'242;212'676;803;▲;▲
8508275;85;8275;0;Affoltern-Weier;15;;AFWE;528;ETB;951;Affoltern im Emmental;BE;*;*;;;623'651;212'389;735;▲;▲
8571537;85;71537;5;Affoltern-Weier, Bahnhof;24;;AFWB;871;BLAG;951;Affoltern im Emmental;BE;*;*;;;623'631;212'417;735;▲;▲
8588187;85;88187;0;Agarn, Abzw. St. Josefheim;26;;AGAJ;74;RA;6101;Agarn;VS;*;*;;;616'531;128'379;627;▲;▲
8501990;85;1990;1;Agarn, Dorf;11;;AGA;855;LLB;6101;Agarn;VS;*;*;;;617'328;127'364;627;▲;▲
8505905;85;5905;5;Agarone, i Lög;14;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'873;115'336;375;▲;▲
8575546;85;75546;2;Agarone, Bivio per Cugnasco;27;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'615;115'240;333;▲;▲
8575545;85;75545;4;Agarone, Chiossette;19;;;801;PAG;5112;Lavertezzo;TI;*;*;;;713'040;115'168;368;▲;▲
8505906;85;5906;3;Agarone, Colletto;17;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'749;115'429;410;▲;▲
8580028;85;80028;4;Agarone, Paese;14;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'311;115'165;365;▲;▲
8505903;85;5903;0;Agarone, Piandesso;18;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;712'788;115'168;350;▲;▲
8575548;85;75548;8;Agarone, Roccolo;16;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'632;115'400;402;▲;▲
8575547;85;75547;0;Agarone, Ronco Morasci;22;;;801;PAG;5138;Cugnasco-Gerra;TI;*;*;;;713'809;115'287;349;▲;▲
8575930;85;75930;8;Agasul;6;;;773;VBG;296;Illnau-Effretikon;ZH;*;*;;;698'514;253'527;603;▲;▲
8570235;85;70235;7;Agiez, L'Epine;14;;;801;PAG;5742;Agiez;VD;*;*;;;528'830;174'275;520;▲;▲
8507650;85;7650;5;Agiez, Vers-le-Pont;19;;;801;PAG;5742;Agiez;VD;*;*;;;529'107;174'644;507;▲;▲
8505395;85;5395;9;Agno;4;;AGNO;47;FLP;5141;Agno;TI;*;*;;;713'290;94'875;274;▲;▲
8594207;85;94207;8;Agno, Aeroporto;15;;;955;TPL;5141;Agno;TI;*;*;;;713'768;95'425;275;▲;▲
8575395;85;75395;4;Agno, Chiesa;12;;;801;PAG;5141;Agno;TI;*;*;;;713'017;95'121;297;▲;▲
8575394;85;75394;7;Agno, Posta/FLP;15;;;801;PAG;5141;Agno;TI;*;*;;;713'314;94'921;275;▲;▲
8583478;85;83478;8;Agra, Bivio;11;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;714'432;91'986;541;▲;▲
8505750;85;5750;5;Agra, Paese;11;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;714'243;91'721;556;▲;▲
8583479;85;83479;6;Agra, Roncone;13;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;714'078;91'265;508;▲;▲
8583480;85;83480;4;Agra, Rondelli;14;;;801;PAG;5236;Collina d'Oro;TI;*;*;;;714'380;91'754;535;▲;▲
8570547;85;70547;5;Agriswil;8;;;801;PAG;2276;Ried bei Kerzers;FR;*;*;;;581'359;200'262;502;▲;▲
8501400;85;1400;1;Aigle;5;;AIG;11;CFF;5401;Aigle;VD;*;*;*;*;563'416;129'605;404;▲;▲
8519338;85;19338;3;Aigle [voie 11-16];18;;;24;TPC-aomc;5401;Aigle;VD;*;;;;563'448;129'549;404;▲;▲
8501468;85;1468;8;Aigle-Château;13;;AIGT;27;TPC-asd;5401;Aigle;VD;*;*;;;564'716;129'543;440;▲;▲
8501484;85;1484;5;Aigle-Dépôt;11;;AIGD;23;TPC-al;5401;Aigle;VD;*;*;;;564'318;129'760;430;▲;▲
8530335;85;30335;4;Aigle-Hôpital;13;;AIGH;24;TPC-aomc;5401;Aigle;VD;*;*;;;563'595;128'895;403;▲;▲
8517484;85;17484;7;Aigle-Parc Aventure;19;;AGHO;27;TPC-asd;5401;Aigle;VD;*;*;;;565'152;129'423;488;▲;▲
8501554;85;1554;5;Aigle-Place-du-Marché;21;;AIGM;23;TPC-al;5401;Aigle;VD;*;*;;;563'930;129'646;417;▲;▲
8517500;85;17500;0;Aigle-Place-du-Marché (DIAB);28;;AIPM;27;TPC-asd;5401;Aigle;VD;*;;;;563'890;129'585;417;▲;▲
8593763;85;93763;1;Aigle, av. Margencel;20;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;563'515;129'751;406;▲;▲
8593764;85;93764;9;Aigle, ch. des Lieugex;22;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;563'160;130'000;400;▲;▲
8570600;85;70600;2;Aigle, gare;11;;;801;PAG;5401;Aigle;VD;*;*;;;563'487;129'528;406;▲;▲
8593768;85;93768;0;Aigle, hôpital;14;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;563'407;129'066;401;▲;▲
8570601;85;70601;0;Aigle, place du Marché;22;;;801;PAG;5401;Aigle;VD;*;*;;;563'920;129'661;417;▲;▲
8581046;85;81046;5;Aigle, rte d'Evian;18;;;801;PAG;5401;Aigle;VD;*;*;;;563'103;129'784;399;▲;▲
8593765;85;93765;6;Aigle, Champex;14;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;561'857;129'051;383;▲;▲
8582234;85;82234;6;Aigle, Collège Grande Eau;25;;;801;PAG;5401;Aigle;VD;*;*;;;563'975;129'800;415;▲;▲
8581845;85;81845;0;Aigle, Collège Planchette;25;;;801;PAG;5401;Aigle;VD;*;*;;;562'877;129'904;396;▲;▲
8593766;85;93766;4;Aigle, Dents-du-Midi;20;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;563'046;129'261;396;▲;▲
8581048;85;81048;1;Aigle, Golf;11;;;801;PAG;5401;Aigle;VD;*;*;;;562'291;129'451;388;▲;▲
8581050;85;81050;7;Aigle, La Mêlée;15;;AILM;801;PAG;5401;Aigle;VD;*;*;;;561'406;129'860;385;▲;▲
8596090;85;96090;6;Aigle, Les Glariers;19;;;27;TPC-asd;5401;Aigle;VD;*;*;;;563'730;130'027;412;▲;▲
8596089;85;96089;8;Aigle, Molage;13;;;27;TPC-asd;5401;Aigle;VD;*;*;;;563'554;129'825;408;▲;▲
8593769;85;93769;8;Aigle, Novassales;17;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;563'342;129'352;403;▲;▲
8581047;85;81047;3;Aigle, Pautex;13;;;801;PAG;5401;Aigle;VD;*;*;;;562'697;129'618;393;▲;▲
8593770;85;93770;6;Aigle, Pré d'Emoz A;19;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;562'996;130'185;397;▲;▲
8593771;85;93771;4;Aigle, Pré d'Emoz B;19;;;852;TPC/Autbvb;5401;Aigle;VD;*;*;;;562'710;130'112;394;▲;▲
8581049;85;81049;9;Aigle, Service Auto;19;;;801;PAG;5401;Aigle;VD;*;*;;;561'654;129'403;386;▲;▲
8587028;85;87028;7;Aire-la-Ville;13;;;881;TPG;6601;Aire-la-Ville;GE;*;*;;;492'306;116'347;430;▲;▲
8595556;85;95556;7;Aire-la-Ville, Moulin-Ratte;27;Aire-la-Ville, Moulin-de-la-Ratte;;881;TPG;6601;Aire-la-Ville;GE;*;*;;;492'489;116'137;384;▲;▲
8592619;85;92619;6;Aire-la-Ville, Pont-de-Peney;28;;;881;TPG;6601;Aire-la-Ville;GE;*;*;;;492'302;116'662;373;▲;▲
8592620;85;92620;4;Aire-la-Ville, Treulaz;22;;;881;TPG;6601;Aire-la-Ville;GE;*;*;;;492'431;115'892;395;▲;▲
8505201;85;5201;9;Airolo;6;;AI;11;FFS;5061;Airolo;TI;*;*;*;*;689'764;153'583;1142;▲;▲
8530436;85;30436;0;Airolo FAB;10;;;316;VBSA;5061;Airolo;TI;*;*;;;689'284;153'183;1132;▲;▲
8587462;85;87462;8;Airolo, Biv. per Madrano;24;;;801;PAG;5061;Airolo;TI;*;*;;;691'377;153'261;1102;▲;▲
8575696;85;75696;5;Airolo, Bivio per Nante;23;;;801;PAG;5061;Airolo;TI;*;*;;;689'495;153'244;1163;▲;▲
8581249;85;81249;5;Airolo, Buco dei Cavalli;24;;;801;PAG;5061;Airolo;TI;*;*;;;690'104;153'698;1163;▲;▲
8575697;85;75697;3;Airolo, Centro Sportivo;23;;;801;PAG;5061;Airolo;TI;*;*;;;690'584;153'124;1270;▲;▲
8575691;85;75691;6;Airolo, Cioss di fuori;22;;;801;PAG;5061;Airolo;TI;*;*;;;688'285;153'147;1211;▲;▲
